This file was created using the 202005 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 OP/BE portfolios in Developed.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  OP/BE is operating profitability at the last fiscal year end of the prior calendar
year divided by BE as of 6 months before formation.  Firms with negative
OP are included in any portfolio.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



    Average Value Weighted Returns -- Daily
                 Small                 Big
,SMALL LoBO,ME1 BO2,SMALL HiBO,BIG LoBO,ME2 BO2,BIG HiBO
20070122   ,0.07   ,0.11   ,0.20  ,-0.17  ,-0.30  ,-0.09
20070123   ,0.42   ,0.42   ,0.29   ,0.42   ,0.53   ,0.63
20070124   ,0.25   ,0.42   ,0.19   ,0.61   ,0.57   ,0.65
20070125  ,-0.39  ,-0.56  ,-0.53  ,-0.78  ,-0.79  ,-0.91
20070126   ,0.07  ,-0.05  ,-0.06  ,-0.11  ,-0.16  ,-0.07
20070129   ,0.37   ,0.36   ,0.44   ,0.28   ,0.33   ,0.29
20070130   ,0.20   ,0.23   ,0.03   ,0.38   ,0.46   ,0.48
20070131   ,0.40   ,0.36   ,0.43   ,0.19   ,0.46   ,0.51
20070201   ,0.54   ,0.49   ,0.46   ,0.94   ,0.96   ,0.90
20070202   ,0.11   ,0.13   ,0.20   ,0.31   ,0.13   ,0.14
20070205   ,0.01   ,0.07   ,0.03  ,-0.08  ,-0.12  ,-0.14
20070206   ,0.50   ,0.64   ,0.55   ,0.56   ,0.57   ,0.68
20070207   ,0.29   ,0.15   ,0.23   ,0.33   ,0.08   ,0.07
20070208   ,0.04  ,-0.09  ,-0.12  ,-0.22  ,-0.27  ,-0.33
20070209   ,0.09  ,-0.16  ,-0.11  ,-0.07  ,-0.17  ,-0.12
20070212  ,-0.14  ,-0.23  ,-0.17  ,-0.43  ,-0.42  ,-0.61
20070213   ,0.49   ,0.59   ,0.47   ,0.62   ,0.81   ,0.92
20070214   ,0.85   ,0.66   ,0.85   ,1.01   ,1.00   ,1.20
20070215   ,0.42   ,0.47   ,0.30   ,0.62   ,0.54   ,0.52
20070216   ,0.25   ,0.24   ,0.03   ,0.07   ,0.07  ,-0.11
20070219   ,0.24   ,0.22   ,0.35   ,0.31   ,0.29   ,0.23
20070220   ,0.13   ,0.04   ,0.02   ,0.04   ,0.05  ,-0.01
20070221   ,0.29   ,0.16   ,0.09  ,-0.03  ,-0.10   ,0.00
20070222   ,0.36   ,0.21   ,0.24   ,0.33   ,0.17   ,0.20
20070223   ,0.60   ,0.55   ,0.55   ,0.18   ,0.27   ,0.44
20070226   ,0.39   ,0.35   ,0.38   ,0.11   ,0.10   ,0.25
20070227  ,-1.57  ,-1.18  ,-1.34  ,-2.24  ,-2.22  ,-2.31
20070228  ,-1.34  ,-1.33  ,-1.43  ,-0.97  ,-0.89  ,-0.86
20070301  ,-0.38  ,-0.37  ,-0.42  ,-0.46  ,-0.53  ,-0.59
20070302  ,-0.50  ,-0.40  ,-0.24  ,-0.63  ,-0.51  ,-0.70
20070305  ,-2.67  ,-2.46  ,-2.78  ,-2.07  ,-2.04  ,-2.16
20070306   ,1.50   ,1.45   ,1.48   ,1.37   ,1.41   ,1.55
20070307   ,0.70   ,0.60   ,0.80   ,0.66   ,0.56   ,0.73
20070308   ,0.49   ,0.38   ,0.53   ,0.80   ,0.80   ,0.89
20070309   ,0.37   ,0.21   ,0.02   ,0.14   ,0.02   ,0.13
20070312   ,0.79   ,0.82   ,0.83   ,0.63   ,0.58   ,0.58
20070313  ,-0.59  ,-0.42  ,-0.49  ,-1.12  ,-1.23  ,-1.19
20070314  ,-0.88  ,-1.08  ,-1.14  ,-1.17  ,-1.17  ,-1.05
20070315   ,0.80   ,0.80   ,0.77   ,0.98   ,1.20   ,1.16
20070316   ,0.41   ,0.16   ,0.30   ,0.25   ,0.09   ,0.11
20070319   ,0.27   ,0.21   ,0.08   ,0.83   ,1.01   ,1.00
20070320   ,0.60   ,0.56   ,0.65   ,0.85   ,0.77   ,0.78
20070321   ,0.71   ,0.70   ,0.69   ,1.20   ,1.13   ,1.12
20070322   ,0.36   ,0.21   ,0.47   ,0.43   ,0.45   ,0.54
20070323   ,0.25   ,0.02  ,-0.06   ,0.22   ,0.13   ,0.15
20070326   ,0.42   ,0.34   ,0.38   ,0.03   ,0.02   ,0.13
20070327   ,0.03  ,-0.08   ,0.02  ,-0.17  ,-0.22  ,-0.25
20070328  ,-0.05  ,-0.08  ,-0.06  ,-0.45  ,-0.48  ,-0.46
20070329   ,0.25   ,0.05   ,0.01   ,0.18   ,0.36   ,0.41
20070330   ,0.64   ,0.57   ,0.54   ,0.37   ,0.29   ,0.19
20070402   ,0.17  ,-0.04  ,-0.03   ,0.27  ,-0.01   ,0.07
20070403   ,0.23   ,0.10   ,0.10   ,0.67   ,0.77   ,0.61
20070404   ,0.67   ,0.63   ,0.54   ,0.69   ,0.59   ,0.62
20070405   ,0.43   ,0.38   ,0.40   ,0.26   ,0.28   ,0.30
20070406  ,-0.25  ,-0.34  ,-0.34  ,-0.21  ,-0.21  ,-0.22
20070409   ,0.14   ,0.12   ,0.07   ,0.20   ,0.20   ,0.18
20070410   ,0.84   ,0.68   ,0.75   ,0.55   ,0.56   ,0.70
20070411  ,-0.03  ,-0.04  ,-0.14  ,-0.26  ,-0.35  ,-0.19
20070412   ,0.54   ,0.54   ,0.32   ,0.20   ,0.20   ,0.45
20070413   ,0.52   ,0.29   ,0.22   ,0.36   ,0.19   ,0.23
20070416   ,0.64   ,0.59   ,0.27   ,0.89   ,1.05   ,0.94
20070417   ,0.30   ,0.18   ,0.28   ,0.09   ,0.07   ,0.16
20070418   ,0.27   ,0.21   ,0.22   ,0.20   ,0.28   ,0.08
20070419  ,-0.49  ,-0.54  ,-0.50  ,-0.78  ,-0.57  ,-0.61
20070420   ,0.79   ,0.59   ,0.42   ,0.62   ,0.73   ,0.67
20070423  ,-0.10   ,0.01   ,0.05  ,-0.03   ,0.00  ,-0.03
20070424   ,0.13   ,0.14   ,0.11  ,-0.21  ,-0.15  ,-0.24
20070425   ,0.19   ,0.26   ,0.18   ,0.59   ,0.47   ,0.63
20070426  ,-0.26  ,-0.09  ,-0.11  ,-0.08   ,0.03   ,0.03
20070427   ,0.25   ,0.24   ,0.42   ,0.00  ,-0.05  ,-0.07
20070430  ,-0.03  ,-0.16   ,0.05  ,-0.54  ,-0.45  ,-0.35
20070501  ,-0.35  ,-0.11  ,-0.13  ,-0.13  ,-0.14  ,-0.10
20070502   ,0.43   ,0.44   ,0.36   ,0.70   ,0.74   ,0.73
20070503   ,0.03   ,0.01  ,-0.06   ,0.07  ,-0.03   ,0.02
20070504   ,0.41   ,0.38   ,0.49   ,0.60   ,0.49   ,0.64
20070507   ,0.42   ,0.48   ,0.44   ,0.46   ,0.44   ,0.46
20070508  ,-0.34  ,-0.18  ,-0.22  ,-0.58  ,-0.48  ,-0.40
20070509   ,0.18   ,0.22   ,0.29   ,0.41   ,0.42   ,0.36
20070510  ,-0.46  ,-0.45  ,-0.51  ,-0.76  ,-0.90  ,-0.94
20070511   ,0.44   ,0.17   ,0.05   ,0.46   ,0.30   ,0.47
20070514   ,0.00  ,-0.06  ,-0.01  ,-0.11  ,-0.08  ,-0.06
20070515  ,-0.15  ,-0.23  ,-0.23  ,-0.11  ,-0.10  ,-0.10
20070516  ,-0.36  ,-0.28  ,-0.44  ,-0.08  ,-0.03  ,-0.09
20070517   ,0.00  ,-0.12  ,-0.16  ,-0.15   ,0.02   ,0.16
20070518   ,0.23   ,0.22   ,0.03   ,0.40   ,0.46   ,0.52
20070521   ,0.34   ,0.19   ,0.22   ,0.36   ,0.25   ,0.38
20070522   ,0.54   ,0.45   ,0.52   ,0.47   ,0.47   ,0.30
20070523   ,0.50   ,0.45   ,0.62   ,0.14   ,0.27   ,0.46
20070524  ,-0.53  ,-0.45  ,-0.51  ,-0.95  ,-0.87  ,-0.88
20070525   ,0.19   ,0.16   ,0.02  ,-0.17   ,0.03   ,0.06
20070528   ,0.48   ,0.47   ,0.44   ,0.20   ,0.23   ,0.22
20070529   ,0.30   ,0.37   ,0.31   ,0.38   ,0.39   ,0.33
20070530  ,-0.20  ,-0.03  ,-0.15   ,0.11   ,0.07   ,0.14
20070531   ,0.91   ,0.73   ,0.80   ,0.96   ,0.79   ,0.65
20070601   ,0.54   ,0.48   ,0.58   ,0.54   ,0.45   ,0.67
20070604   ,0.45   ,0.56   ,0.56   ,0.27   ,0.29   ,0.32
20070605   ,0.09   ,0.04   ,0.19  ,-0.25  ,-0.21  ,-0.20
20070606  ,-0.02  ,-0.02   ,0.04  ,-0.90  ,-0.94  ,-0.99
20070607  ,-0.58  ,-0.60  ,-0.79  ,-1.51  ,-1.51  ,-1.52
20070608  ,-0.02  ,-0.17  ,-0.34  ,-0.20  ,-0.11  ,-0.14
20070611   ,0.44   ,0.37   ,0.39   ,0.42   ,0.40   ,0.29
20070612  ,-0.46  ,-0.45  ,-0.56  ,-0.92  ,-0.84  ,-0.89
20070613   ,0.18   ,0.19  ,-0.01   ,0.52   ,0.37   ,0.46
20070614   ,0.51   ,0.54   ,0.57   ,0.72   ,0.84   ,1.02
20070615   ,0.65   ,0.64   ,0.77   ,0.92   ,0.97   ,1.04
20070618   ,0.17   ,0.32   ,0.33   ,0.22   ,0.17   ,0.24
20070619   ,0.20   ,0.28   ,0.12   ,0.00   ,0.03  ,-0.12
20070620   ,0.10  ,-0.07   ,0.09  ,-0.41  ,-0.35  ,-0.30
20070621  ,-0.05  ,-0.01  ,-0.17  ,-0.11  ,-0.15  ,-0.07
20070622   ,0.30   ,0.26   ,0.19  ,-0.45  ,-0.37  ,-0.40
20070625  ,-0.30  ,-0.34  ,-0.34  ,-0.60  ,-0.54  ,-0.53
20070626  ,-0.34  ,-0.24  ,-0.27  ,-0.41  ,-0.23  ,-0.44
20070627  ,-0.14   ,0.00  ,-0.10   ,0.24   ,0.00   ,0.03
20070628   ,0.65   ,0.59   ,0.67   ,0.54   ,0.65   ,0.62
20070629   ,0.47   ,0.42   ,0.59   ,0.29   ,0.50   ,0.63
20070702   ,0.85   ,0.86   ,0.78   ,0.76   ,0.94   ,1.00
20070703   ,0.10   ,0.17   ,0.17   ,0.39   ,0.35   ,0.53
20070704   ,0.19   ,0.16   ,0.35   ,0.26   ,0.32   ,0.30
20070705   ,0.20   ,0.14  ,-0.06  ,-0.02  ,-0.03   ,0.05
20070706   ,0.41   ,0.28   ,0.35   ,0.52   ,0.30   ,0.42
20070709   ,0.42   ,0.38   ,0.51   ,0.41   ,0.36   ,0.42
20070710   ,0.12   ,0.29   ,0.18  ,-0.53  ,-0.43  ,-0.44
20070711  ,-0.09  ,-0.21   ,0.15  ,-0.37  ,-0.13  ,-0.02
20070712   ,0.66   ,0.56   ,0.40   ,1.00   ,1.19   ,1.15
20070713   ,0.41   ,0.46   ,0.35   ,0.54   ,0.46   ,0.48
20070716   ,0.10  ,-0.04  ,-0.01  ,-0.18  ,-0.08  ,-0.28
20070717   ,0.18   ,0.05  ,-0.05  ,-0.13  ,-0.16  ,-0.21
20070718  ,-0.23  ,-0.43  ,-0.45  ,-0.35  ,-0.38  ,-0.28
20070719   ,0.39   ,0.41   ,0.27   ,0.73   ,0.77   ,0.62
20070720   ,0.15   ,0.03   ,0.08  ,-0.39  ,-0.46  ,-0.47
20070723   ,0.03  ,-0.04  ,-0.23  ,-0.08  ,-0.06  ,-0.01
20070724  ,-0.38  ,-0.23  ,-0.01  ,-1.24  ,-1.02  ,-1.12
20070725  ,-0.43  ,-0.70  ,-0.79  ,-0.77  ,-0.80  ,-0.91
20070726  ,-1.22  ,-0.86  ,-1.14  ,-1.77  ,-1.86  ,-2.20
20070727  ,-1.77  ,-1.66  ,-1.80  ,-1.64  ,-1.60  ,-1.64
20070730   ,0.31   ,0.44   ,0.34   ,0.47   ,0.70   ,0.80
20070731   ,0.45   ,0.46   ,0.64   ,0.11   ,0.34   ,0.25
20070801  ,-1.48  ,-1.35  ,-1.53  ,-1.18  ,-0.85  ,-0.93
20070802   ,0.03   ,0.04   ,0.02   ,0.66   ,0.57   ,0.62
20070803  ,-0.40  ,-0.23  ,-0.13  ,-1.25  ,-1.26  ,-1.23
20070806  ,-1.29  ,-0.97  ,-1.12  ,-0.19  ,-0.07  ,-0.20
20070807  ,-0.46  ,-0.43  ,-0.44   ,0.43   ,0.55   ,0.23
20070808   ,1.23   ,0.56   ,0.42   ,1.83   ,1.53   ,1.35
20070809  ,-0.69  ,-0.63  ,-1.07  ,-1.38  ,-1.65  ,-1.94
20070810  ,-1.57  ,-1.31  ,-1.71  ,-1.30  ,-1.34  ,-1.07
20070813  ,-0.31  ,-0.01   ,0.27   ,0.21   ,0.55   ,0.65
20070814  ,-0.92  ,-0.51  ,-0.59  ,-1.34  ,-1.24  ,-1.33
20070815  ,-2.09  ,-1.46  ,-1.87  ,-1.90  ,-1.73  ,-1.96
20070816  ,-2.67  ,-1.65  ,-2.19  ,-1.65  ,-1.67  ,-2.05
20070817   ,0.05  ,-0.72  ,-0.81   ,0.92   ,0.73   ,0.89
20070820   ,1.60   ,1.33   ,1.35   ,1.17   ,1.36   ,1.21
20070821  ,-0.01   ,0.23   ,0.15   ,0.29   ,0.20   ,0.36
20070822   ,1.04   ,0.90   ,0.89   ,1.55   ,1.67   ,1.75
20070823   ,0.98   ,0.76   ,1.17   ,0.67   ,0.60   ,0.65
20070824   ,0.86   ,0.72   ,0.80   ,0.90   ,0.78   ,0.98
20070827   ,0.39   ,0.39   ,0.44  ,-0.15  ,-0.15  ,-0.15
20070828  ,-0.98  ,-0.70  ,-0.76  ,-1.55  ,-1.53  ,-1.70
20070829   ,0.10  ,-0.13  ,-0.20   ,0.66   ,0.77   ,1.00
20070830   ,0.20   ,0.16   ,0.16   ,0.37   ,0.21   ,0.23
20070831   ,1.00   ,1.20   ,1.27   ,1.49   ,1.58   ,1.70
20070903   ,0.40   ,0.20   ,0.24   ,0.11   ,0.27   ,0.22
20070904   ,0.20  ,-0.01   ,0.08   ,0.72   ,0.47   ,0.50
20070905  ,-0.16  ,-0.29  ,-0.37  ,-0.94  ,-1.01  ,-0.85
20070906   ,0.34   ,0.13   ,0.13   ,0.32   ,0.35   ,0.45
20070907   ,0.10   ,0.10   ,0.21  ,-0.86  ,-0.90  ,-1.04
20070910  ,-0.64  ,-0.89  ,-1.02  ,-0.88  ,-0.98  ,-0.98
20070911   ,0.48   ,0.44   ,0.44   ,1.34   ,1.15   ,1.31
20070912   ,0.22   ,0.15   ,0.06   ,0.07   ,0.25   ,0.27
20070913  ,-0.33  ,-0.55  ,-0.64   ,0.12   ,0.00   ,0.09
20070914   ,0.06  ,-0.06  ,-0.14  ,-0.14   ,0.04  ,-0.03
20070917  ,-0.79  ,-0.67  ,-0.64  ,-0.90  ,-0.98  ,-1.00
20070918   ,0.89   ,0.63   ,0.39   ,1.52   ,1.77   ,1.68
20070919   ,0.70   ,0.96   ,0.95   ,1.76   ,1.71   ,1.70
20070920   ,0.38   ,0.26   ,0.43  ,-0.06  ,-0.12   ,0.03
20070921   ,0.17  ,-0.07  ,-0.02   ,0.01   ,0.10   ,0.27
20070924   ,0.13   ,0.05   ,0.06   ,0.06  ,-0.15   ,0.01
20070925  ,-0.08  ,-0.19  ,-0.01  ,-0.06  ,-0.08  ,-0.25
20070926   ,0.44   ,0.49   ,0.76   ,0.56   ,0.58   ,0.52
20070927   ,0.87   ,1.11   ,1.26   ,1.19   ,1.21   ,1.12
20070928   ,0.77   ,0.62   ,0.75   ,0.44   ,0.33   ,0.42
20071001   ,0.34   ,0.26   ,0.30   ,0.72   ,0.65   ,0.67
20071002  ,-0.16   ,0.21   ,0.19   ,0.48   ,0.40   ,0.22
20071003  ,-0.46  ,-0.28  ,-0.09  ,-0.28   ,0.02  ,-0.09
20071004   ,0.41   ,0.41   ,0.50   ,0.13   ,0.12   ,0.11
20071005   ,1.03   ,0.88   ,0.82   ,0.91   ,0.97   ,1.07
20071008  ,-0.18  ,-0.29  ,-0.23  ,-0.24  ,-0.42  ,-0.48
20071009   ,0.62   ,0.69   ,1.07   ,0.74   ,0.71   ,0.85
20071010   ,0.34   ,0.27   ,0.17   ,0.20   ,0.15   ,0.23
20071011   ,0.23   ,0.30   ,0.50   ,0.22   ,0.18   ,0.26
20071012   ,0.24  ,-0.12  ,-0.06   ,0.03  ,-0.18  ,-0.01
20071015  ,-0.06  ,-0.18  ,-0.14  ,-0.49  ,-0.50  ,-0.52
20071016  ,-0.90  ,-0.95  ,-0.99  ,-1.15  ,-1.08  ,-1.00
20071017   ,0.19   ,0.11  ,-0.05   ,0.31   ,0.37   ,0.46
20071018   ,0.59   ,0.76   ,0.99   ,0.02   ,0.33   ,0.39
20071019  ,-0.46  ,-0.54  ,-0.35  ,-1.10  ,-1.15  ,-1.41
20071022  ,-1.29  ,-1.20  ,-1.27  ,-0.99  ,-1.05  ,-1.14
20071023   ,1.30   ,0.88   ,1.10   ,1.15   ,1.21   ,1.40
20071024  ,-0.05   ,0.07   ,0.12  ,-0.59  ,-0.38  ,-0.22
20071025   ,0.20   ,0.11   ,0.03   ,0.31   ,0.54   ,0.39
20071026   ,0.74   ,0.76   ,0.72   ,1.18   ,1.17   ,0.97
20071029   ,0.47   ,0.37   ,0.60   ,0.86   ,0.70   ,0.87
20071030  ,-0.20  ,-0.11   ,0.12  ,-0.19  ,-0.24  ,-0.71
20071031   ,0.89   ,0.80   ,0.85   ,1.32   ,1.32   ,1.21
20071101  ,-0.97  ,-1.12  ,-0.97  ,-1.52  ,-1.44  ,-1.45
20071102   ,0.16  ,-0.18   ,0.07  ,-0.60  ,-0.28  ,-0.06
20071105  ,-0.78  ,-1.00  ,-0.90  ,-1.08  ,-0.93  ,-1.07
20071106   ,0.64   ,0.63   ,0.33   ,1.08   ,0.89   ,0.97
20071107  ,-0.66  ,-0.62  ,-0.52  ,-1.40  ,-1.33  ,-1.31
20071108  ,-0.54  ,-0.46  ,-0.64  ,-0.70  ,-0.23  ,-0.42
20071109  ,-0.46  ,-0.40  ,-0.63  ,-1.02  ,-0.96  ,-1.24
20071112  ,-2.19  ,-1.70  ,-1.96  ,-1.70  ,-1.50  ,-1.88
20071113   ,0.54   ,0.39   ,0.58   ,1.41   ,1.14   ,1.01
20071114   ,0.39   ,0.57   ,0.71   ,0.49   ,0.43   ,0.54
20071115  ,-0.96  ,-0.79  ,-0.93  ,-1.18  ,-1.26  ,-1.11
20071116  ,-0.18  ,-0.62  ,-0.62  ,-0.66  ,-0.48  ,-0.35
20071119  ,-1.41  ,-1.39  ,-1.55  ,-2.03  ,-1.83  ,-1.99
20071120  ,-0.17  ,-0.09  ,-0.11   ,0.24   ,0.81   ,0.92
20071121  ,-1.45  ,-1.31  ,-1.51  ,-1.76  ,-1.83  ,-1.76
20071122  ,-0.28  ,-0.32  ,-0.41  ,-0.02   ,0.12   ,0.03
20071123   ,0.91   ,0.79   ,0.84   ,1.54   ,1.35   ,1.29
20071126   ,0.02   ,0.20   ,0.26  ,-0.37  ,-0.20  ,-0.05
20071127  ,-0.54  ,-0.48  ,-0.71   ,0.07   ,0.01  ,-0.31
20071128   ,1.01   ,0.95   ,1.01   ,2.15   ,2.11   ,2.21
20071129   ,0.04   ,0.05   ,0.10   ,0.44   ,0.25   ,0.33
20071130   ,0.20   ,0.13   ,0.24   ,0.71   ,0.69   ,0.66
20071203  ,-0.13   ,0.14   ,0.28  ,-0.11  ,-0.08  ,-0.37
20071204  ,-0.58  ,-0.37  ,-0.57  ,-0.84  ,-0.68  ,-0.82
20071205  ,-0.14   ,0.19  ,-0.26   ,0.71   ,0.79   ,0.67
20071206   ,0.88   ,0.76   ,0.76   ,1.19   ,1.07   ,1.13
20071207   ,0.29   ,0.15   ,0.27   ,0.42   ,0.52   ,0.67
20071210   ,0.39   ,0.33   ,0.40   ,0.56   ,0.64   ,0.56
20071211  ,-0.71  ,-0.37  ,-0.35  ,-1.10  ,-1.12  ,-1.04
20071212   ,0.15  ,-0.08   ,0.03  ,-0.29   ,0.03   ,0.10
20071213  ,-0.90  ,-1.06  ,-1.22  ,-1.50  ,-1.44  ,-1.44
20071214  ,-1.43  ,-1.45  ,-1.62  ,-1.37  ,-1.31  ,-1.31
20071217  ,-1.75  ,-1.69  ,-1.89  ,-2.11  ,-1.81  ,-1.87
20071218  ,-0.35  ,-0.02  ,-0.18   ,0.16   ,0.16   ,0.17
20071219  ,-0.32  ,-0.34  ,-0.43  ,-0.37  ,-0.31  ,-0.42
20071220  ,-0.21  ,-0.13  ,-0.37   ,0.26   ,0.15   ,0.18
20071221   ,0.90   ,0.83   ,0.79   ,1.35   ,1.48   ,1.43
20071224   ,0.52   ,0.44   ,0.44   ,0.46   ,0.55   ,0.52
20071225   ,0.00   ,0.13   ,0.15   ,0.22   ,0.19   ,0.24
20071226   ,0.60   ,0.68   ,0.86   ,0.41   ,0.35   ,0.28
20071227   ,0.24   ,0.08   ,0.25  ,-0.13  ,-0.19  ,-0.27
20071228   ,0.61   ,0.42   ,0.56   ,0.20   ,0.34   ,0.35
20071231   ,0.11   ,0.04  ,-0.08  ,-0.31  ,-0.44  ,-0.41
20080101   ,0.05   ,0.02   ,0.03   ,0.04   ,0.03   ,0.03
20080102   ,0.79   ,0.51   ,0.66  ,-0.15  ,-0.21  ,-0.25
20080103  ,-0.12  ,-0.34  ,-0.24  ,-0.57  ,-0.58  ,-0.51
20080104  ,-1.17  ,-1.37  ,-1.47  ,-2.35  ,-2.29  ,-2.52
20080107  ,-0.83  ,-0.91  ,-1.18  ,-1.17  ,-1.02  ,-1.19
20080108  ,-0.26  ,-0.52  ,-0.27  ,-0.81  ,-0.52  ,-0.43
20080109  ,-0.87  ,-0.74  ,-0.96  ,-0.94  ,-0.59  ,-0.60
20080110   ,0.44   ,0.09   ,0.07   ,0.57   ,0.07   ,0.17
20080111  ,-0.98  ,-1.22  ,-1.35  ,-0.84  ,-1.00  ,-1.33
20080114   ,0.39   ,0.40   ,0.40   ,0.88   ,0.98   ,1.13
20080115  ,-1.78  ,-2.09  ,-2.45  ,-2.36  ,-2.55  ,-2.64
20080116  ,-2.14  ,-2.56  ,-2.95  ,-1.45  ,-1.62  ,-1.80
20080117  ,-0.17   ,0.03   ,0.23  ,-0.93  ,-0.81  ,-0.76
20080118  ,-0.56  ,-0.26  ,-0.09  ,-0.48  ,-0.57  ,-0.19
20080121  ,-2.89  ,-2.63  ,-2.96  ,-3.12  ,-2.98  ,-2.90
20080122  ,-2.25  ,-1.84  ,-2.01   ,0.16   ,0.39   ,0.18
20080123   ,1.11   ,1.06   ,1.04   ,1.22   ,0.89   ,0.77
20080124   ,2.10   ,1.85   ,2.22   ,2.91   ,2.77   ,3.31
20080125   ,1.32   ,1.50   ,1.81   ,0.65   ,0.72   ,0.79
20080128   ,0.24  ,-0.07   ,0.05   ,0.21   ,0.08   ,0.30
20080129   ,0.82   ,1.02   ,0.98   ,1.75   ,1.57   ,1.39
20080130   ,0.20   ,0.23   ,0.14  ,-0.24  ,-0.37  ,-0.36
20080131   ,0.59   ,0.86   ,0.61   ,1.01   ,1.19   ,1.10
20080201   ,0.69   ,0.60   ,0.83   ,1.69   ,1.71   ,1.72
20080204   ,0.81   ,0.72   ,0.88   ,0.38   ,0.34   ,0.50
20080205  ,-1.50  ,-1.36  ,-1.59  ,-2.97  ,-3.00  ,-3.06
20080206  ,-0.82  ,-0.94  ,-0.87  ,-1.06  ,-1.01  ,-1.19
20080207  ,-0.62  ,-0.49  ,-0.68  ,-0.82  ,-0.58  ,-0.48
20080208   ,0.12  ,-0.19  ,-0.08  ,-0.13  ,-0.19  ,-0.05
20080211   ,0.06   ,0.03   ,0.19  ,-0.22  ,-0.13   ,0.24
20080212   ,0.21   ,0.21   ,0.29   ,1.05   ,1.36   ,1.28
20080213   ,0.25   ,0.25   ,0.01   ,0.84   ,0.53   ,0.68
20080214   ,0.55   ,0.80   ,0.92   ,0.50   ,0.50   ,0.74
20080215   ,0.01   ,0.14   ,0.13  ,-0.21  ,-0.40  ,-0.45
20080218   ,0.27   ,0.34   ,0.60   ,0.17   ,0.52   ,0.54
20080219   ,0.57   ,0.86   ,0.81   ,0.45   ,0.53   ,0.72
20080220  ,-0.20  ,-0.40  ,-0.62  ,-0.56  ,-0.41  ,-0.45
20080221   ,0.77   ,0.80   ,0.94   ,0.41   ,0.55   ,0.51
20080222   ,0.13  ,-0.04   ,0.04  ,-0.28  ,-0.08   ,0.02
20080225   ,0.75   ,0.76   ,0.66   ,1.59   ,1.55   ,1.77
20080226   ,0.96   ,0.89   ,1.56   ,1.24   ,1.39   ,1.43
20080227   ,0.68   ,0.74   ,0.62   ,0.81   ,0.46   ,0.39
20080228   ,0.20   ,0.39   ,0.44  ,-0.74  ,-0.78  ,-0.60
20080229  ,-0.56  ,-0.67  ,-0.15  ,-1.70  ,-1.92  ,-1.80
20080303  ,-0.91  ,-0.95  ,-1.04  ,-1.48  ,-1.25  ,-0.98
20080304  ,-0.72  ,-0.63  ,-0.70  ,-0.62  ,-0.68  ,-0.89
20080305   ,0.20  ,-0.01   ,0.21   ,0.76   ,0.91   ,1.06
20080306  ,-0.09   ,0.15   ,0.28  ,-0.78  ,-0.69  ,-0.62
20080307  ,-0.85  ,-1.06  ,-1.35  ,-1.32  ,-1.37  ,-1.66
20080310  ,-1.52  ,-1.44  ,-1.82  ,-1.82  ,-1.59  ,-2.00
20080311   ,0.39   ,0.55   ,0.47   ,1.81   ,1.81   ,1.93
20080312   ,1.16   ,1.27   ,1.50   ,1.24   ,1.17   ,1.16
20080313   ,0.21  ,-0.02  ,-0.15  ,-0.26  ,-0.24  ,-0.12
20080314  ,-0.73  ,-0.72  ,-0.66  ,-1.20  ,-1.32  ,-1.07
20080317  ,-2.10  ,-1.69  ,-2.01  ,-2.64  ,-2.72  ,-2.70
20080318   ,0.09  ,-0.01  ,-0.31   ,2.07   ,2.17   ,2.08
20080319  ,-0.59   ,0.04   ,0.11  ,-0.69  ,-0.65  ,-0.99
20080320  ,-0.89  ,-0.52  ,-0.85   ,0.03   ,0.20  ,-0.11
20080321   ,0.25   ,0.43   ,0.51   ,0.28   ,0.30   ,0.26
20080324   ,0.64   ,0.58   ,0.52   ,1.04   ,0.92   ,1.08
20080325   ,1.73   ,1.82   ,2.25   ,2.70   ,2.76   ,2.58
20080326   ,0.83   ,0.83   ,1.03   ,0.48   ,0.32   ,0.62
20080327   ,0.07  ,-0.27  ,-0.32  ,-0.13  ,-0.12  ,-0.15
20080328   ,0.11   ,0.28   ,0.39  ,-0.38  ,-0.27  ,-0.21
20080331  ,-0.22  ,-0.35  ,-0.19   ,0.30  ,-0.06  ,-0.10
20080401  ,-0.08   ,0.07  ,-0.11   ,1.85   ,1.91   ,1.67
20080402   ,0.68   ,0.83   ,1.07   ,1.42   ,1.39   ,1.30
20080403   ,0.02   ,0.12   ,0.21   ,0.16   ,0.02   ,0.23
20080404   ,0.56   ,0.31   ,0.47   ,0.46   ,0.27   ,0.48
20080407   ,0.17   ,0.08   ,0.30   ,0.31   ,0.41   ,0.48
20080408  ,-0.37  ,-0.34  ,-0.29  ,-1.01  ,-0.99  ,-0.90
20080409  ,-0.08  ,-0.13  ,-0.16  ,-0.49  ,-0.58  ,-0.69
20080410  ,-0.18  ,-0.37  ,-0.42  ,-0.38  ,-0.44  ,-0.18
20080411  ,-0.02   ,0.18   ,0.31  ,-0.40  ,-0.41  ,-0.56
20080414  ,-0.51  ,-0.57  ,-0.46  ,-1.14  ,-0.93  ,-0.59
20080415   ,0.00  ,-0.05  ,-0.02   ,0.30   ,0.22   ,0.26
