This file was created by CMPT_ME_BEME_NI_ACCR_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME, BEME, NI, and AC/B.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t−2 to t−1. 
Ac/B (accruals) is the change in operating working capital per split-adjusted share from t−2 to t−1
divided by book equity per split-adjusted share in t−1.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL NegNI,SMALL ZeroNI,SMALL LoNI,ME1 NI2,ME1 NI3,ME1 NI4,SMALL HiNI,ME2 NegNI,ME2 ZeroNI,ME2 LoNI,ME2 NI2,ME2 NI3,ME2 NI4,ME2 HiNI,ME3 NegNI,ME3 ZeroNI,ME3 LoNI,ME3 NI2,ME3 NI3,ME3 NI4,ME3 HiNI,ME4 NegNI,ME4 ZeroNI,ME4 LoNI,ME4 NI2,ME4 NI3,ME4 NI4,ME4 HiNI,BIG NegNI,BIG ZeroNI,BIG LoNI,ME5 NI2,ME5 NI3,ME5 NI4,BIG HiNI
201404,    295,    105,    243,    165,    215,    260,    415,    133,     16,     62,     58,     83,    103,    112,    135,      4,     43,     47,     50,     63,     54,    148,      4,     42,     30,     34,     53,     34,    181,      3,     24,     28,     30,     32,     22
201405,    294,    104,    240,    164,    214,    260,    413,    133,     16,     62,     58,     82,    102,    112,    135,      4,     43,     47,     50,     63,     54,    147,      4,     42,     30,     34,     53,     34,    181,      3,     24,     28,     30,     31,     22
201406,    291,    103,    239,    164,    212,    259,    411,    132,     16,     62,     57,     82,    102,    112,    135,      4,     43,     47,     50,     63,     54,    147,      4,     42,     30,     34,     53,     34,    181,      3,     24,     28,     30,     31,     22
201407,    276,    105,    223,    192,    206,    290,    481,    136,     10,     85,     76,     94,    120,    142,    122,      4,     45,     50,     52,     65,     66,    160,      6,     33,     41,     45,     37,     45,    195,      7,     40,     25,     22,     21,     19
201408,    276,    104,    223,    192,    203,    287,    480,    136,     10,     85,     76,     93,    120,    142,    122,      4,     44,     49,     52,     65,     66,    160,      6,     33,     41,     45,     35,     45,    195,      7,     40,     25,     22,     21,     19
201409,    275,    103,    222,    192,    201,    284,    480,    136,     10,     84,     76,     93,    120,    142,    122,      4,     44,     49,     52,     65,     66,    159,      6,     33,     41,     45,     35,     44,    195,      7,     40,     25,     22,     21,     19
201410,    271,    101,    218,    191,    201,    284,    477,    136,     10,     84,     76,     92,    120,    142,    121,      4,     44,     49,     52,     65,     65,    159,      6,     33,     41,     45,     35,     44,    195,      7,     40,     25,     22,     21,     19
201411,    269,    101,    217,    187,    200,    282,    474,    136,     10,     84,     76,     92,    120,    142,    120,      4,     44,     49,     52,     65,     65,    158,      6,     33,     41,     45,     35,     43,    195,      7,     40,     25,     22,     21,     19
201412,    268,    100,    214,    186,    198,    281,    473,    135,     10,     84,     76,     91,    119,    141,    118,      4,     44,     49,     52,     65,     65,    158,      6,     33,     41,     45,     34,     43,    195,      7,     40,     25,     22,     21,     19
201501,    264,    100,    212,    186,    195,    279,    473,    135,     10,     84,     75,     90,    119,    140,    118,      4,     44,     48,     52,     65,     65,    156,      6,     33,     41,     45,     34,     42,    195,      7,     40,     25,     22,     21,     19
201502,    261,     99,    210,    184,    193,    279,    471,    134,     10,     83,     75,     89,    119,    139,    118,      4,     44,     48,     51,     65,     64,    156,      6,     33,     40,     45,     33,     42,    195,      7,     40,     25,     22,     21,     19
201503,    259,     98,    209,    181,    191,    277,    466,    134,     10,     83,     75,     89,    118,    139,    118,      4,     44,     48,     51,     65,     64,    154,      6,     33,     40,     45,     33,     42,    194,      7,     40,     25,     22,     21,     19
201504,    257,     96,    208,    181,    190,    274,    462,    134,     10,     83,     75,     89,    118,    139,    116,      4,     44,     48,     51,     65,     64,    154,      6,     33,     40,     45,     32,     42,    194,      7,     40,     25,     22,     21,     19
201505,    256,     96,    208,    181,    190,    272,    459,    134,     10,     83,     75,     88,    118,    139,    116,      4,     44,     47,     51,     65,     64,    153,      6,     33,     40,     45,     32,     41,    194,      7,     40,     25,     22,     21,     19
201506,    256,     96,    205,    180,    189,    268,    455,    133,     10,     83,     75,     88,    118,    139,    116,      4,     44,     47,     51,     64,     63,    153,      6,     33,     40,     45,     31,     41,    194,      7,     40,     25,     22,     21,     19
201507,    253,     93,    180,    186,    249,    289,    513,    169,      9,     79,     70,     81,    126,    126,    141,      8,     43,     48,     50,     59,     65,    181,      5,     38,     35,     40,     46,     48,    226,      3,     28,     27,     19,     24,     16
201508,    252,     93,    180,    184,    248,    287,    513,    168,      9,     78,     70,     80,    126,    126,    138,      8,     43,     48,     50,     59,     65,    180,      5,     37,     35,     40,     46,     47,    225,      3,     28,     27,     19,     24,     16
201509,    252,     91,    178,    182,    247,    287,    507,    168,      9,     78,     70,     80,    125,    126,    138,      8,     43,     48,     50,     59,     65,    180,      5,     37,     35,     40,     46,     47,    225,      3,     28,     27,     19,     23,     16


  Average Firm Size
,SMALL NegNI,SMALL ZeroNI,SMALL LoNI,ME1 NI2,ME1 NI3,ME1 NI4,SMALL HiNI,ME2 NegNI,ME2 ZeroNI,ME2 LoNI,ME2 NI2,ME2 NI3,ME2 NI4,ME2 HiNI,ME3 NegNI,ME3 ZeroNI,ME3 LoNI,ME3 NI2,ME3 NI3,ME3 NI4,ME3 HiNI,ME4 NegNI,ME4 ZeroNI,ME4 LoNI,ME4 NI2,ME4 NI3,ME4 NI4,ME4 HiNI,BIG NegNI,BIG ZeroNI,BIG LoNI,ME5 NI2,ME5 NI3,ME5 NI4,BIG HiNI
196307,        9.7202,        8.8272,       10.5193,       11.5748,       10.5228,       10.6174,        9.3619,       35.4979,       35.1738,       37.6665,       39.7315,       37.3765,       34.1856,       36.6898,       72.9733,       69.5615,       78.1646,       75.3685,       74.7292,       81.3567,       66.1128,      195.6526,      174.7801,      203.6481,      192.4952,      185.0447,      200.9953,      184.4578,      925.9095,      943.1207,     1569.5869,     1662.6461,     1508.6141,     2883.3069,      615.6763
196308,        9.6982,        8.8578,       10.2578,       11.3045,       10.3703,       10.5839,        9.4601,       34.7482,       34.5947,       37.5410,       40.4110,       38.1754,       33.4834,       36.9165,       70.6357,       68.9700,       78.1428,       74.1342,       71.8527,       77.4370,       67.3987,      191.0641,      172.8267,      199.2001,      192.3642,      182.7735,      194.0080,      183.9386,      936.8558,      946.1785,     1565.6584,     1667.2639,     1502.5928,     2901.3059,      608.8169
196309,       10.0589,        9.0492,       10.5981,       11.7619,       10.8042,       10.7343,        9.8167,       36.1284,       36.0084,       40.4738,       45.1719,       40.7875,       34.6936,       37.5350,       73.1216,       71.6850,       83.4428,       77.8556,       77.3296,       81.0172,       72.3160,      201.2932,      179.4170,      208.9259,      203.4394,      192.4930,      204.6981,      198.4216,      986.3736,      980.4003,     1629.6686,     1764.5200,     1588.4321,     3024.0312,      644.5558
196310,        9.9360,        8.9203,       10.3261,       11.6999,       10.2708,       10.7022,        9.6399,       36.4130,       35.0820,       38.8770,       43.9942,       39.4032,       33.6624,       36.4591,       72.3941,       70.2401,       82.9712,       74.3013,       77.8542,       77.6947,       68.9385,      196.2053,      175.7966,      205.7814,      196.2618,      187.4389,      197.3640,      194.9017,      963.3877,      954.7061,     1600.2882,     1768.9565,     1571.6698,     3025.7251,      630.0881
196311,        9.9111,        8.9254,       10.0298,       11.5167,       10.6191,       11.0728,        9.5544,       36.0531,       36.0476,       42.6799,       46.9128,       41.8924,       35.2344,       36.7575,       73.6977,       70.8786,       84.6393,       80.3457,       76.0607,       79.1679,       70.3895,      198.6134,      177.3163,      212.9976,      199.6393,      191.2041,      195.1251,      195.3630,      962.3327,      966.1732,     1641.6564,     1877.4692,     1663.4072,     3117.3164,      637.3463
196312,        9.8414,        8.7150,        9.6159,       11.1936,       10.0285,       10.9212,        9.1493,       36.1672,       35.4340,       42.0535,       46.7842,       40.9931,       35.0281,       35.4403,       72.6040,       69.6947,       83.4610,       79.0008,       73.1279,       76.0886,       68.5813,      197.9716,      176.7616,      208.5718,      198.9554,      191.2374,      195.1700,      194.8794,      948.4186,      950.3754,     1635.4515,     1790.2424,     1637.2513,     3194.2039,      628.8296
196401,        9.5634,        8.6483,        9.1698,       11.2498,        9.9519,       10.8138,        8.8860,       35.9623,       35.1954,       40.5525,       46.3323,       41.2369,       34.9044,       35.7751,       74.7251,       69.8790,       84.2269,       80.8859,       72.0518,       75.7296,       71.0507,      201.1501,      181.0154,      210.3812,      203.1340,      188.5306,      196.4095,      194.7590,      975.9976,      981.5056,     1682.5024,     1807.2091,     1696.3130,     3256.2864,      638.6558
196402,        9.8985,        8.9709,        9.6331,       11.8476,       10.2535,       11.1175,        9.3184,       36.2842,       36.6644,       41.0115,       48.2921,       40.9677,       34.3882,       36.8650,       76.4033,       72.4276,       89.1061,       82.3197,       71.7467,       72.9309,       73.4082,      205.1733,      186.5936,      211.5446,      204.1148,      190.1730,      198.0427,      195.4185,     1003.6893,      999.6728,     1757.7538,     1846.4652,     1741.9857,     3367.0688,      631.2452
