This file was created by CMPT_ME_BEME_NI_ACCR_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME, BEME, NI, and AC/B.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t−2 to t−1. 
Ac/B (accruals) is the change in operating working capital per split-adjusted share from t−2 to t−1
divided by book equity per split-adjusted share in t−1.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL NegNI,SMALL ZeroNI,SMALL LoNI,ME1 NI2,ME1 NI3,ME1 NI4,SMALL HiNI,ME2 NegNI,ME2 ZeroNI,ME2 LoNI,ME2 NI2,ME2 NI3,ME2 NI4,ME2 HiNI,ME3 NegNI,ME3 ZeroNI,ME3 LoNI,ME3 NI2,ME3 NI3,ME3 NI4,ME3 HiNI,ME4 NegNI,ME4 ZeroNI,ME4 LoNI,ME4 NI2,ME4 NI3,ME4 NI4,ME4 HiNI,BIG NegNI,BIG ZeroNI,BIG LoNI,ME5 NI2,ME5 NI3,ME5 NI4,BIG HiNI
200401,    627,    197,    357,    304,    316,    366,    543,    136,      8,     83,     97,    102,    125,    137,    119,      5,     43,     47,     83,     81,     85,    115,      4,     38,     41,     56,     52,     60,    131,      3,     38,     45,     37,     44,     33
200402,    621,    195,    357,    303,    312,    364,    537,    136,      8,     83,     96,    101,    125,    136,    119,      5,     43,     47,     83,     81,     85,    114,      4,     38,     41,     56,     52,     60,    130,      3,     38,     45,     37,     44,     33
200403,    618,    192,    353,    298,    310,    359,    534,    136,      8,     83,     96,    101,    125,    136,    118,      5,     43,     47,     83,     81,     85,    114,      4,     38,     40,     56,     52,     59,    130,      3,     38,     45,     37,     44,     33
200404,    614,    188,    351,    294,    307,    353,    532,    135,      8,     83,     96,    101,    123,    136,    117,      5,     43,     47,     83,     81,     85,    114,      4,     38,     40,     56,     52,     58,    129,      3,     38,     44,     37,     44,     33
200405,    607,    186,    346,    292,    306,    351,    525,    134,      8,     83,     96,    100,    123,    136,    117,      5,     42,     46,     83,     81,     85,    114,      4,     38,     40,     56,     52,     58,    129,      3,     38,     44,     37,     44,     33
200406,    597,    184,    343,    292,    303,    348,    523,    134,      8,     82,     95,     98,    122,    136,    117,      5,     42,     46,     83,     81,     84,    114,      4,     38,     40,     56,     52,     58,    129,      3,     38,     44,     37,     44,     33
200407,    568,    183,    351,    289,    298,    460,    696,    117,      7,     64,     85,     96,    130,    121,     96,      6,     47,     51,     74,     80,     97,    110,      9,     41,     40,     49,     67,     53,    111,      3,     45,     48,     36,     41,     45
200408,    565,    181,    348,    288,    294,    457,    691,    117,      7,     64,     85,     96,    129,    121,     95,      6,     47,     51,     74,     80,     95,    109,      9,     40,     40,     49,     67,     53,    111,      3,     45,     48,     36,     41,     45
200409,    561,    180,    347,    287,    290,    454,    688,    117,      7,     64,     85,     95,    129,    121,     95,      6,     47,     51,     74,     80,     94,    109,      9,     40,     40,     49,     67,     53,    110,      3,     45,     48,     36,     41,     45
200410,    555,    178,    343,    285,    287,    452,    683,    117,      7,     64,     85,     95,    128,    121,     95,      6,     46,     51,     74,     78,     94,    108,      9,     40,     40,     49,     67,     53,    109,      3,     44,     48,     36,     41,     45
200411,    546,    177,    341,    283,    285,    451,    676,    116,      6,     64,     85,     95,    127,    120,     94,      6,     46,     51,     74,     78,     94,    108,      9,     40,     40,     49,     67,     53,    108,      3,     44,     48,     36,     41,     45
200412,    542,    174,    337,    282,    282,    449,    672,    115,      6,     64,     84,     94,    127,    118,     94,      6,     46,     51,     74,     77,     94,    108,      8,     40,     40,     49,     67,     53,    108,      3,     43,     48,     36,     40,     45
200501,    535,    171,    334,    280,    277,    444,    667,    114,      6,     64,     84,     94,    126,    118,     93,      6,     46,     51,     74,     77,     94,    108,      8,     40,     40,     49,     67,     53,    108,      3,     43,     48,     36,     40,     44
200502,    528,    167,    328,    279,    277,    442,    665,    114,      6,     63,     84,     94,    125,    118,     93,      6,     46,     51,     74,     77,     93,    108,      8,     40,     40,     49,     67,     53,    108,      3,     43,     48,     36,     40,     44
200503,    521,    166,    326,    277,    275,    441,    661,    114,      6,     62,     84,     94,    125,    117,     92,      6,     46,     51,     74,     77,     93,    108,      8,     40,     40,     49,     67,     52,    107,      3,     43,     48,     36,     40,     43
200504,    517,    166,    324,    276,    274,    436,    654,    113,      6,     62,     83,     93,    125,    117,     92,      6,     46,     51,     74,     77,     92,    106,      8,     40,     40,     49,     67,     51,    107,      3,     43,     48,     36,     40,     43
200505,    509,    165,    324,    273,    271,    433,    646,    113,      6,     62,     82,     92,    123,    117,     91,      5,     46,     51,     74,     76,     92,    106,      8,     40,     40,     49,     67,     51,    107,      3,     43,     48,     36,     40,     43
200506,    506,    164,    321,    271,    269,    423,    644,    112,      6,     62,     82,     92,    123,    117,     91,      5,     46,     51,     73,     76,     92,    106,      8,     40,     40,     48,     67,     50,    107,      3,     43,     48,     36,     40,     43
200507,    345,    135,    339,    311,    328,    453,    935,    100,     10,     64,     76,     87,    120,    145,     88,      4,     50,     61,     71,     77,     68,    110,      7,     36,     52,     54,     56,     54,    128,      2,     39,     38,     36,     46,     36
200508,    341,    133,    338,    306,    323,    448,    929,    100,     10,     64,     75,     86,    120,    144,     88,      4,     50,     61,     70,     76,     68,    109,      7,     36,     52,     54,     56,     52,    127,      2,     38,     37,     35,     46,     36
200509,    337,    133,    334,    304,    320,    441,    925,    100,     10,     64,     75,     86,    119,    144,     88,      4,     49,     61,     70,     76,     67,    108,      7,     36,     52,     54,     56,     52,    127,      2,     38,     37,     35,     46,     36
200510,    331,    131,    331,    301,    318,    436,    915,    100,     10,     64,     74,     86,    119,    144,     87,      4,     49,     60,     70,     76,     67,    108,      7,     36,     51,     54,     55,     52,    126,      2,     38,     37,     35,     46,     36
200511,    329,    131,    328,    299,    316,    434,    904,    100,     10,     64,     74,     84,    118,    143,     87,      4,     49,     60,     70,     76,     67,    107,      7,     36,     51,     53,     55,     52,    126,      2,     38,     36,     35,     46,     36
200512,    325,    127,    325,    297,    314,    432,    897,     99,     10,     63,     73,     83,    118,    143,     87,      4,     49,     59,     69,     75,     66,    107,      7,     35,     51,     52,     55,     51,    126,      2,     38,     36,     34,     46,     36
200601,    322,    126,    322,    292,    308,    430,    888,     99,     10,     63,     73,     83,    116,    143,     87,      4,     49,     59,     69,     74,     66,    106,      7,     35,     51,     52,     54,     50,    126,      2,     37,     36,     33,     46,     36
200602,    318,    125,    319,    290,    305,    427,    879,     98,     10,     63,     72,     83,    116,    142,     86,      4,     48,     59,     69,     74,     64,    106,      7,     35,     51,     51,     53,     50,    126,      2,     37,     36,     33,     46,     36
200603,    315,    124,    319,    286,    303,    426,    872,     97,     10,     63,     72,     83,    116,    142,     86,      4,     47,     57,     68,     74,     63,    105,      7,     34,     51,     51,     53,     50,    126,      2,     37,     36,     33,     46,     36
200604,    314,    123,    318,    282,    301,    423,    865,     97,     10,     63,     70,     83,    116,    142,     85,      4,     46,     57,     68,     74,     63,    103,      7,     34,     51,     51,     53,     50,    125,      2,     37,     36,     33,     44,     36
200605,    310,    123,    318,    281,    297,    418,    857,     97,     10,     62,     70,     81,    116,    141,     85,      4,     46,     57,     68,     73,     63,    103,      7,     34,     51,     50,     52,     50,    124,      2,     37,     36,     33,     44,     36
200606,    309,    123,    317,    279,    296,    415,    848,     96,     10,     62,     70,     81,    116,    141,     85,      4,     46,     57,     67,     72,     63,    101,      7,     34,     51,     49,     52,     49,    123,      2,     37,     36,     33,     44,     36
200607,    405,    112,    339,    357,    373,    401,    791,    114,      6,     73,     96,     76,     93,    116,    117,      7,     49,     40,     70,     62,     91,    133,      4,     31,     42,     51,     51,     42,    167,      3,     26,     25,     29,     32,     34
200608,    402,    112,    337,    353,    371,    400,    785,    113,      6,     72,     96,     76,     93,    116,    117,      7,     49,     40,     70,     62,     91,    132,      4,     31,     42,     50,     51,     42,    166,      3,     26,     25,     29,     32,     34
200609,    400,    111,    334,    350,    370,    398,    779,    113,      6,     72,     96,     76,     93,    116,    116,      7,     49,     40,     70,     61,     91,    132,      4,     31,     42,     50,     51,     42,    166,      3,     26,     25,     29,     32,     34
200610,    395,    111,    333,    350,    366,    396,    770,    112,      6,     71,     96,     76,     91,    115,    114,      7,     49,     40,     70,     61,     91,    132,      4,     31,     42,     49,     51,     42,    166,      3,     25,     25,     29,     32,     34
200611,    394,    111,    329,    343,    365,    394,    765,    110,      6,     70,     95,     76,     91,    114,    113,      7,     48,     39,     70,     61,     91,    131,      4,     31,     41,     49,     51,     42,    164,      3,     25,     25,     29,     31,     34
200612,    393,    109,    325,    340,    361,    388,    758,    110,      6,     70,     93,     75,     90,    114,    113,      7,     48,     39,     70,     61,     89,    131,      4,     31,     41,     49,     51,     42,    163,      3,     25,     24,     28,     31,     34
200701,    390,    108,    320,    336,    359,    381,    750,    108,      6,     69,     92,     75,     88,    113,    113,      7,     48,     38,     68,     59,     89,    130,      4,     31,     41,     49,     51,     42,    162,      3,     25,     24,     28,     31,     34
200702,    389,    107,    318,    331,    357,    378,    745,    106,      6,     69,     91,     75,     85,    113,    113,      7,     47,     38,     68,     59,     89,    130,      4,     31,     41,     47,     51,     42,    162,      3,     25,     24,     28,     31,     34
200703,    385,    106,    316,    330,    356,    374,    738,    106,      6,     68,     91,     74,     84,    113,    113,      7,     47,     38,     68,     59,     89,    129,      4,     31,     41,     47,     50,     42,    161,      3,     25,     24,     28,     31,     33
200704,    378,    104,    315,    327,    347,    368,    731,    106,      6,     68,     90,     73,     83,    113,    111,      7,     47,     38,     67,     58,     89,    129,      4,     31,     41,     47,     50,     41,    161,      3,     25,     24,     28,     31,     33
200705,    376,    102,    312,    326,    345,    366,    724,    105,      6,     68,     90,     72,     83,    110,    111,      7,     46,     38,     66,     56,     89,    129,      4,     31,     41,     47,     50,     41,    161,      3,     25,     24,     28,     31,     32
200706,    371,    101,    309,    321,    340,    363,    722,    103,      6,     68,     89,     71,     81,    109,    111,      7,     46,     38,     64,     55,     89,    128,      4,     31,     41,     47,     50,     41,    161,      3,     25,     24,     28,     31,     32
200707,    426,    102,    339,    274,    344,    441,    790,    140,     10,     52,     70,     75,    114,    147,    145,      6,     38,     41,     49,     62,     67,    157,      3,     29,     33,     40,     36,     40,    170,      2,     25,     21,     30,     26,     31
200708,    423,    101,    335,    271,    342,    435,    783,    140,     10,     52,     69,     73,    113,    147,    144,      6,     38,     39,     47,     61,     67,    157,      3,     29,     32,     40,     36,     39,    170,      2,     25,     21,     30,     26,     31
200709,    423,     98,    334,    269,    340,    429,    777,    140,     10,     52,     69,     73,    110,    146,    144,      6,     38,     38,     46,     60,     67,    157,      3,     29,     32,     40,     35,     39,    168,      2,     25,     21,     30,     26,     31
200710,    419,     97,    331,    267,    339,    422,    773,    138,     10,     52,     67,     73,    108,    145,    142,      6,     38,     37,     46,     60,     66,    152,      3,     29,     32,     40,     35,     39,    166,      2,     25,     21,     29,     26,     31
200711,    416,     97,    326,    265,    338,    415,    764,    136,     10,     52,     65,     73,    108,    145,    139,      6,     38,     36,     46,     59,     65,    148,      3,     29,     32,     39,     35,     39,    165,      2,     25,     21,     29,     26,     31
200712,    413,     95,    322,    261,    335,    414,    755,    136,     10,     52,     64,     73,    108,    144,    137,      6,     38,     35,     46,     58,     65,    147,      3,     29,     30,     39,     35,     39,    165,      2,     25,     21,     29,     26,     31
200801,    411,     94,    322,    259,    333,    412,    747,    135,     10,     52,     64,     73,    108,    143,    137,      6,     38,     35,     45,     57,     65,    147,      3,     29,     30,     39,     35,     39,    165,      2,     25,     21,     28,     26,     31
200802,    407,     93,    320,    256,    330,    409,    740,    135,     10,     52,     64,     73,    108,    140,    136,      6,     38,     34,     45,     56,     65,    147,      3,     29,     30,     39,     35,     39,    165,      2,     25,     21,     28,     26,     31
200803,    401,     92,    315,    256,    328,    403,    732,    135,     10,     52,     63,     73,    106,    140,    136,      6,     38,     34,     44,     56,     65,    147,      3,     29,     30,     39,     34,     39,    165,      2,     25,     21,     28,     26,     31
200804,    397,     92,    311,    255,    326,    399,    722,    135,     10,     51,     63,     72,    105,    139,    135,      6,     38,     34,     44,     56,     65,    145,      3,     29,     30,     39,     34,     39,    165,      2,     25,     21,     28,     26,     31
200805,    392,     92,    309,    252,    321,    394,    709,    133,     10,     51,     62,     72,    104,    139,    135,      6,     37,     34,     43,     56,     65,    145,      3,     29,     30,     39,     34,     39,    165,      2,     25,     21,     28,     26,     31
200806,    389,     92,    306,    251,    320,    391,    701,    133,     10,     51,     62,     72,    104,    139,    134,      6,     37,     34,     43,     56,     65,    145,      3,     29,     30,     39,     34,     39,    164,      2,     25,     21,     28,     25,     31
200807,    550,     91,    328,    241,    254,    406,    673,    195,      9,     69,     51,     70,    119,    121,    155,      6,     26,     45,     52,     67,     67,    145,      4,     41,     29,     32,     39,     38,    195,      4,     18,     23,     21,     21,     23
200808,    548,     91,    326,    238,    254,    398,    665,    193,      9,     69,     50,     69,    119,    120,    154,      6,     26,     45,     51,     67,     67,    145,      4,     41,     29,     32,     39,     38,    194,      4,     18,     23,     21,     20,     23
200809,    544,     89,    324,    235,    251,    395,    656,    193,      9,     69,     50,     69,    119,    120,    153,      6,     26,     44,     51,     67,     67,    142,      4,     41,     29,     32,     39,     37,    193,      4,     18,     23,     21,     20,     23
200810,    541,     88,    317,    233,    249,    393,    645,    192,      9,     69,     48,     69,    117,    120,    153,      6,     26,     43,     50,     67,     66,    142,      4,     41,     29,     32,     38,     37,    192,      4,     18,     23,     21,     20,     23
200811,    534,     84,    316,    231,    245,    390,    636,    191,      9,     69,     48,     69,    117,    119,    152,      6,     26,     43,     50,     67,     66,    141,      4,     41,     28,     31,     38,     37,    191,      4,     18,     23,     21,     20,     23
200812,    530,     82,    313,    228,    245,    384,    629,    191,      8,     69,     48,     68,    117,    119,    151,      6,     26,     43,     48,     67,     66,    141,      4,     41,     27,     31,     38,     37,    191,      4,     18,     23,     21,     20,     23
200901,    526,     79,    309,    228,    244,    382,    620,    189,      8,     69,     48,     68,    117,    119,    150,      6,     26,     43,     48,     67,     66,    141,      4,     40,     27,     30,     38,     37,    190,      4,     18,     23,     21,     19,     22
200902,    524,     79,    304,    225,    242,    380,    608,    189,      8,     68,     47,     68,    116,    119,    150,      6,     26,     43,     48,     67,     66,    141,      4,     40,     27,     30,     38,     36,    190,      4,     18,     23,     21,     19,     22
200903,    516,     79,    301,    219,    241,    377,    595,    189,      8,     68,     47,     68,    115,    118,    150,      6,     26,     42,     48,     67,     66,    141,      4,     40,     27,     30,     38,     36,    189,      4,     18,     23,     21,     19,     22
200904,    510,     79,    296,    216,    237,    372,    586,    189,      8,     68,     47,     68,    114,    117,    150,      6,     26,     42,     48,     67,     66,    141,      4,     40,     27,     30,     38,     36,    188,      4,     18,     23,     21,     19,     22
200905,    507,     79,    294,    213,    235,    368,    576,    189,      8,     68,     47,     68,    114,    117,    150,      6,     26,     42,     48,     67,     66,    141,      4,     40,     27,     30,     38,     36,    188,      4,     18,     23,     21,     19,     22
200906,    502,     78,    290,    210,    232,    365,    562,    189,      8,     68,     46,     68,    114,    117,    150,      6,     26,     42,     48,     67,     66,    141,      4,     39,     27,     30,     38,     36,    188,      4,     18,     23,     21,     19,     22
200907,    650,    147,    268,    238,    273,    309,    359,    219,     10,     74,     66,     99,     92,    103,    180,      8,     41,     34,     48,     61,     54,    165,      4,     22,     26,     34,     33,     41,    197,      4,     17,     23,     16,     24,     28
200908,    647,    143,    266,    237,    271,    307,    354,    219,      9,     74,     66,     98,     92,    103,    179,      8,     41,     34,     48,     60,     54,    165,      4,     22,     26,     34,     33,     41,    197,      4,     17,     23,     16,     24,     28
200909,    639,    139,    266,    236,    270,    305,    353,    218,      8,     74,     66,     98,     91,    103,    179,      8,     41,     34,     47,     60,     54,    165,      4,     22,     26,     34,     33,     41,    197,      4,     17,     23,     16,     24,     28
200910,    636,    135,    264,    235,    267,    300,    350,    217,      7,     74,     66,     98,     91,    103,    178,      8,     41,     34,     46,     60,     53,    164,      4,     22,     25,     34,     33,     41,    196,      4,     17,     23,     16,     24,     28
200911,    630,    132,    262,    232,    260,    298,    343,    217,      7,     74,     66,     98,     91,    101,    177,      8,     41,     34,     45,     60,     53,    164,      4,     22,     25,     34,     33,     41,    196,      4,     16,     23,     16,     24,     28
200912,    625,    127,    259,    232,    259,    292,    339,    216,      7,     74,     66,     98,     91,    100,    177,      8,     41,     34,     45,     59,     53,    164,      4,     22,     25,     34,     33,     41,    196,      4,     16,     23,     16,     24,     28
201001,    621,    125,    256,    230,    259,    287,    334,    215,      7,     74,     66,     98,     91,    100,    177,      8,     41,     34,     45,     58,     51,    164,      4,     22,     25,     33,     33,     41,    195,      4,     16,     23,     16,     24,     28
201002,    619,    123,    255,    226,    252,    287,    330,    214,      6,     74,     66,     98,     91,    100,    177,      8,     41,     34,     45,     58,     51,    162,      4,     22,     25,     33,     33,     41,    194,      4,     16,     23,     16,     24,     28
201003,    611,    121,    253,    224,    252,    285,    326,    214,      6,     74,     65,     98,     91,    100,    174,      8,     41,     34,     45,     58,     51,    161,      4,     22,     25,     33,     33,     41,    193,      4,     16,     23,     16,     24,     28
201004,    606,    119,    249,    222,    251,    280,    325,    213,      6,     74,     65,     98,     91,     99,    174,      8,     41,     34,     44,     58,     51,    161,      4,     22,     25,     32,     33,     40,    193,      4,     16,     23,     16,     24,     28
201005,    603,    118,    247,    219,    251,    277,    323,    213,      6,     74,     63,     98,     91,     99,    173,      8,     41,     34,     44,     58,     50,    161,      4,     22,     25,     32,     33,     40,    193,      4,     16,     23,     16,     24,     28
201006,    600,    117,    245,    218,    251,    276,    323,    213,      6,     73,     63,     97,     91,     99,    172,      8,     41,     34,     44,     58,     49,    161,      4,     21,     25,     32,     33,     40,    193,      4,     16,     23,     16,     24,     27
201007,    401,    185,    306,    235,    280,    314,    436,    127,      7,     84,     81,     93,    115,    117,     87,      7,     57,     48,     65,     81,     65,     91,      3,     36,     50,     48,     57,     59,    107,      4,     42,     35,     47,     33,     41
201008,    399,    184,    305,    234,    277,    314,    435,    125,      7,     84,     80,     91,    113,    117,     87,      7,     57,     48,     65,     81,     65,     91,      3,     36,     50,     48,     57,     59,    107,      4,     42,     35,     47,     33,     40
201009,    396,    183,    304,    233,    272,    312,    431,    125,      7,     84,     80,     90,    113,    116,     87,      7,     57,     48,     65,     81,     65,     90,      3,     36,     50,     48,     57,     59,    107,      4,     42,     35,     47,     33,     40
201010,    394,    183,    304,    231,    267,    309,    423,    125,      7,     84,     80,     90,    111,    116,     87,      7,     57,     47,     65,     81,     65,     89,      3,     35,     50,     48,     57,     57,    107,      4,     42,     35,     47,     33,     40
201011,    391,    181,    301,    227,    265,    307,    418,    124,      7,     84,     80,     90,    110,    115,     87,      6,     57,     46,     65,     80,     64,     89,      3,     35,     49,     48,     57,     57,    107,      4,     42,     35,     47,     33,     40
201012,    385,    178,    296,    224,    260,    301,    413,    122,      7,     84,     80,     90,    108,    115,     87,      6,     56,     46,     65,     80,     64,     89,      3,     35,     49,     48,     57,     57,    107,      4,     42,     35,     47,     33,     40
201101,    380,    174,    295,    224,    256,    300,    409,    122,      6,     84,     80,     89,    108,    115,     87,      6,     56,     46,     63,     80,     63,     89,      3,     35,     49,     48,     57,     57,    107,      4,     42,     35,     47,     33,     40
201102,    377,    174,    292,    224,    254,    294,    407,    122,      6,     84,     79,     89,    108,    115,     87,      6,     56,     46,     63,     80,     62,     89,      3,     34,     49,     48,     57,     57,    107,      4,     42,     35,     47,     33,     40
201103,    374,    168,    292,    223,    252,    292,    402,    122,      6,     84,     79,     89,    107,    115,     87,      6,     56,     46,     61,     80,     62,     89,      3,     33,     49,     48,     56,     57,    107,      4,     42,     35,     47,     33,     40
201104,    372,    165,    291,    222,    249,    285,    391,    122,      6,     84,     79,     88,    107,    115,     86,      6,     56,     46,     60,     80,     62,     89,      3,     33,     49,     48,     56,     57,    106,      4,     42,     35,     46,     33,     40
201105,    371,    164,    288,    221,    245,    285,    387,    121,      6,     84,     78,     88,    105,    114,     85,      6,     56,     46,     60,     79,     61,     89,      3,     33,     48,     48,     56,     57,    106,      4,     42,     35,     46,     33,     40
201106,    365,    161,    285,    220,    243,    279,    383,    121,      5,     82,     77,     88,    105,    111,     85,      5,     56,     46,     59,     79,     60,     89,      3,     33,     48,     46,     56,     55,    106,      4,     42,     35,     46,     33,     40
201107,    282,    154,    291,    199,    238,    304,    549,    107,      8,     60,     79,     98,    119,    131,     96,      5,     51,     49,     55,     63,     71,    104,      2,     42,     38,     54,     58,     52,    136,      6,     36,     35,     32,     39,     29
201108,    280,    153,    290,    196,    238,    303,    549,    106,      8,     60,     79,     98,    118,    130,     96,      5,     51,     49,     55,     63,     71,    104,      2,     42,     37,     54,     58,     52,    136,      6,     36,     35,     32,     39,     29
201109,    280,    153,    289,    195,    237,    302,    543,    105,      8,     60,     79,     98,    118,    130,     95,      5,     51,     49,     55,     63,     70,    102,      2,     41,     37,     54,     57,     52,    136,      6,     36,     35,     32,     39,     29
201110,    275,    152,    287,    195,    236,    300,    539,    105,      8,     59,     77,     98,    117,    130,     94,      5,     51,     49,     55,     63,     70,    102,      2,     41,     37,     53,     57,     52,    136,      6,     36,     35,     32,     39,     29
201111,    273,    149,    284,    191,    234,    298,    530,    105,      8,     59,     76,     98,    117,    130,     94,      5,     51,     49,     55,     63,     70,    101,      2,     41,     37,     51,     57,     52,    136,      6,     36,     35,     32,     39,     29
201112,    272,    145,    282,    190,    231,    294,    526,    104,      8,     59,     76,     97,    117,    130,     94,      5,     51,     47,     55,     63,     70,    101,      2,     40,     37,     51,     57,     51,    136,      6,     36,     35,     32,     39,     29
201201,    267,    145,    281,    187,    230,    291,    522,    104,      8,     58,     76,     97,    114,    130,     94,      5,     50,     46,     55,     63,     70,    101,      2,     40,     37,     51,     57,     50,    136,      6,     36,     35,     32,     39,     29
201202,    265,    143,    281,    187,    228,    289,    515,    104,      8,     58,     76,     97,    114,    129,     94,      5,     50,     45,     55,     62,     68,    101,      2,     40,     37,     51,     57,     50,    136,      6,     36,     35,     32,     39,     29
201203,    263,    142,    279,    187,    226,    286,    510,    104,      8,     58,     76,     97,    114,    129,     93,      5,     50,     45,     55,     62,     68,    100,      2,     39,     37,     51,     57,     50,    136,      6,     36,     35,     32,     39,     29
201204,    263,    142,    279,    184,    221,    285,    505,    104,      8,     58,     76,     97,    112,    129,     93,      5,     50,     45,     55,     62,     68,     99,      2,     39,     37,     51,     57,     50,    135,      6,     36,     35,     32,     39,     29
201205,    262,    139,    278,    183,    219,    284,    501,    102,      8,     57,     76,     96,    112,    129,     92,      5,     50,     45,     55,     62,     68,     99,      2,     39,     37,     51,     57,     50,    135,      6,     36,     34,     32,     39,     29
201206,    260,    135,    275,    181,    216,    283,    496,    102,      8,     57,     76,     96,    112,    128,     91,      5,     50,     45,     55,     62,     68,     99,      2,     39,     37,     51,     57,     50,    135,      6,     36,     34,     32,     39,     29
201207,    305,    131,    246,    221,    191,    298,    488,    171,     11,     62,     66,     67,    116,    125,    135,      3,     37,     52,     47,     62,     56,    166,      3,     39,     31,     40,     42,     34,    195,      2,     24,     24,     26,     22,     22
201208,    304,    130,    244,    218,    189,    293,    484,    171,     11,     62,     66,     67,    115,    123,    135,      3,     37,     52,     47,     62,     55,    164,      3,     39,     31,     40,     41,     34,    195,      2,     24,     24,     26,     22,     22
201209,    299,    127,    244,    216,    187,    293,    476,    170,     11,     62,     66,     67,    115,    123,    134,      3,     37,     52,     47,     62,     55,    164,      3,     39,     31,     40,     41,     34,    195,      2,     24,     24,     26,     22,     22
201210,    294,    125,    243,    215,    185,    289,    473,    167,     11,     62,     65,     67,    114,    122,    134,      3,     37,     52,     47,     62,     55,    163,      3,     39,     31,     40,     41,     33,    195,      2,     24,     24,     26,     22,     22
201211,    291,    124,    242,    215,    183,    287,    467,    166,     11,     62,     65,     67,    114,    122,    134,      3,     37,     52,     47,     61,     55,    163,      3,     39,     31,     40,     41,     33,    195,      2,     24,     24,     26,     22,     22
201212,    289,    122,    239,    211,    182,    284,    462,    164,     11,     61,     65,     67,    113,    120,    133,      3,     36,     52,     47,     61,     55,    162,      3,     39,     31,     40,     41,     33,    195,      2,     24,     24,     26,     22,     22
201301,    287,    119,    239,    210,    182,    282,    461,    164,     10,     61,     65,     67,    113,    120,    132,      3,     36,     52,     47,     61,     55,    162,      3,     39,     30,     40,     41,     33,    195,      2,     24,     24,     26,     22,     22
201302,    285,    118,    237,    208,    181,    280,    460,    162,     10,     60,     65,     67,    113,    120,    130,      3,     36,     52,     47,     61,     54,    162,      3,     39,     30,     40,     41,     33,    195,      2,     24,     24,     26,     22,     22
201303,    284,    117,    235,    207,    178,    278,    456,    162,     10,     60,     65,     67,    112,    120,    130,      3,     36,     52,     47,     61,     53,    162,      3,     39,     30,     40,     41,     33,    195,      2,     24,     24,     26,     22,     22
201304,    281,    115,    233,    206,    174,    276,    453,    162,     10,     59,     65,     65,    112,    118,    130,      3,     35,     52,     47,     61,     53,    162,      3,     39,     30,     40,     41,     33,    195,      2,     24,     24,     26,     22,     22
201305,    279,    115,    232,    201,    172,    275,    448,    162,     10,     59,     65,     65,    112,    118,    130,      3,     35,     52,     47,     60,     53,    160,      3,     39,     30,     40,     41,     33,    195,      2,     24,     24,     26,     22,     22
201306,    278,    114,    229,    198,    172,    271,    445,    160,     10,     59,     64,     65,    112,    118,    130,      3,     35,     52,     47,     59,     53,    159,      3,     39,     30,     40,     41,     33,    195,      2,     24,     24,     25,     22,     22
201307,    316,    113,    262,    170,    231,    277,    436,    142,     16,     69,     60,     85,    107,    113,    137,      4,     45,     49,     50,     64,     54,    151,      4,     42,     31,     35,     53,     35,    184,      3,     24,     28,     30,     32,     22
201308,    313,    113,    260,    169,    229,    275,    433,    141,     16,     68,     60,     85,    107,    113,    137,      4,     45,     49,     50,     64,     54,    151,      4,     42,     31,     35,     53,     35,    184,      3,     24,     28,     30,     32,     22
201309,    312,    112,    257,    168,    226,    273,    432,    140,     16,     68,     60,     85,    107,    113,    137,      4,     45,     49,     50,     64,     54,    149,      4,     42,     31,     35,     53,     35,    184,      3,     24,     28,     30,     32,     22
201310,    310,    112,    255,    167,    223,    270,    432,    139,     16,     65,     60,     85,    106,    112,    137,      4,     45,     49,     50,     63,     54,    149,      4,     42,     31,     35,     53,     34,    183,      3,     24,     28,     30,     32,     22
201311,    306,    109,    252,    166,    222,    268,    427,    139,     16,     64,     60,     84,    105,    112,    136,      4,     45,     49,     50,     63,     54,    149,      4,     42,     31,     35,     53,     34,    182,      3,     24,     28,     30,     32,     22
201312,    304,    109,    252,    166,    222,    267,    423,    137,     16,     64,     59,     84,    105,    112,    136,      4,     44,     48,     50,     63,     54,    148,      4,     42,     30,     35,     53,     34,    182,      3,     24,     28,     30,     32,     22
201401,    303,    109,    251,    166,    219,    267,    420,    137,     16,     63,     59,     84,    104,    112,    135,      4,     43,     47,     50,     63,     54,    148,      4,     42,     30,     34,     53,     34,    182,      3,     24,     28,     30,     32,     22
201402,    298,    106,    248,    166,    217,    262,    418,    135,     16,     63,     59,     84,    103,    112,    135,      4,     43,     47,     50,     63,     54,    148,      4,     42,     30,     34,     53,     34,    181,      3,     24,     28,     30,     32,     22
201403,    297,    106,    245,    166,    216,    261,    416,    134,     16,     63,     58,     84,    103,    112,    135,      4,     43,     47,     50,     63,     54,    148,      4,     42,     30,     34,     53,     34,    181,      3,     24,     28,     30,     32,     22
